plan_id,event_date,known_by,date_basis,event_type,status_after,in_effect_for_2026,court_case,source_url,notes,_state,_confidence,_left_censored,_resolution_days,_days_present,_last_seen,_page,_section,_evidence
,,2026-04-23,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,CA,high,,4,16,2026-06-02,2026 United States House of Representatives elections,Alabama,"!CA-3 | Ami | Bera Redistricted from the CA-6 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2012 | Incumbent running"
,,2026-04-23,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,CA,high,,4,16,2026-06-02,2026 United States House of Representatives elections,Alabama,!CA-6 | Kevin | Kiley | dab=politician Redistricted from the CA-3 | Independent | 2022 | Incumbent running | nowrap
,,2026-04-23,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,MD,high,,4,53,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Republican,"!Maryland | In November 2025, Governor Wes Moore announced the creation of the Redistricting Advisory Commission which began the process of redistricting the congressional lines to make the 1st district more Democratic. The plan has received support from State House Speaker Joseline Peña-Melnyk, but"
,,2026-04-23,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,4,53,2026-08-23,2026 United States House of Representatives elections,Retirements > Democratic,#TX-37: Lloyd Doggett is retiring due to redistricting.
,,2026-04-23,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,4,12,2026-05-25,2026 United States House of Representatives elections,South Carolina,"!rowspan=2 | TX-25 | rowspan=2 | Marc | Veasey Redistricted from the TX-33 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2012 | style=""background:#DDDDDD"" | Incumbent retiring"
,,2026-04-23,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,4,12,2026-05-25,2026 United States House of Representatives elections,South Carolina,"!rowspan=2 | TX-33 | rowspan=2 | Jasmine | Crockett Redistricted from the TX-30 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2022 | style=""background:#DDDDDD"" | Incumbent retiring to run for U.S. Senate"
,,2026-04-23,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,4,53,2026-08-23,2026 United States House of Representatives elections,See also,*2025 Texas redistricting
,,2026-05-01,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,low,,4,1,2026-05-01,2026 United States House of Representatives elections,Crossover seats > Democratic,This lists the 16 districts (11 before redistricting) which Donald Trump won in 2024 that are represented by Democrats.
,,2026-05-01,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,4,3,2026-05-07,2026 United States House of Representatives elections,Crossover seats > Republican,"This lists the 12 districts (3 before redistricting) which Kamala Harris won in 2024 that are represented by Republicans. The Florida Supreme Court dismissed a challenge regarding the Florida's congressional map, finding a new plurality-Black congressional district would be against federal law."
,,2026-05-01,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,LA,high,,4,10,2026-05-29,2026 United States House of Representatives elections,Crossover seats > Republican,"!Louisiana | data-sort-value=3 | In April 2026, the Supreme Court ruled on Louisiana v. Callais that stricter scrutiny had to be applied with regard to section 2 of the Voting Rights Act. The state following the ruling requested the Court strike down the lower court ruling to have two black majority"
,,2026-05-05,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,low,,4,1,2026-05-05,2026 United States House of Representatives elections,Crossover seats > Democratic,This lists the 20 districts (13 before redistricting) which Donald Trump won in 2024 that are represented by Democrats.
,,2026-05-05,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,4,49,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Republican,"!Florida | data-sort-value=0 | In September 2023, a state circuit judge ruled that the map passed by the state legislature discriminated against Black voters, by redrawing the formerly plurality-Black 5th district to no longer have a Black plurality. Florida appealed this ruling and the map was rein"
,,2026-05-05,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,4,49,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Republican,"!Texas | data-sort-value=0 | In League of United Latin American Citizens v. Abbott, held from May to June 2025 in the U.S. District Court for the Western District of Texas, plaintiffs argued that the congressional districts passed by the state legislature discriminated against Black and Latino voter"
,,2026-05-07,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,2,7,2026-05-25,2026 United States House of Representatives elections,Crossover seats > Democratic,This lists the 21 districts (13 before redistricting) which Donald Trump won in 2024 that are represented by Democrats.
,,2026-05-09,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,2,23,2026-07-03,2026 United States House of Representatives elections,Crossover seats > Republican,"This lists the 8 districts (3 before redistricting) which Kamala Harris won in 2024 that are represented by Republicans. The Florida Supreme Court dismissed a challenge regarding the Florida's congressional map, finding a new plurality-Black congressional district would be against federal law."
,,2026-05-12,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_Senate_elections,,KS,high,,2,29,2026-06-10,2026 United States Senate elections,Kansas,"U.S. representative from Kansas's 3rd congressional district Sharice Davids considered a run if the state legislature adopted a new congressional map, but ultimately sought reelection to Congress. Outgoing Democratic Governor Laura Kelly was considered a potential challenger to Marshall but has said"
,,2026-05-13,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,4,5,2026-05-25,2026 United States House of Representatives elections,Crossover seats > Republican,"The Supreme Court voted 6-3 to lift the stay, paving the way for state legislators to redraw."
,,2026-05-13,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,4,5,2026-05-25,2026 United States House of Representatives elections,Delaware,"Lois | Frankel Redistricted from the FL-22 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2012 | Incumbent running"
,,2026-05-17,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TN,high,,4,45,2026-08-23,2026 United States House of Representatives elections,Retirements > Democratic,#TN-9: Steve Cohen is retiring due to redistricting.
,,2026-05-25,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,4,18,2026-07-03,2026 United States House of Representatives elections,Crossover seats > Democratic,!Florida 22 | Lois Frankel (running in the 23rd district under the new map) | 2012
,,2026-05-25,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,4,18,2026-07-03,2026 United States House of Representatives elections,Crossover seats > Democratic,!Florida 25 | Debbie Wasserman Schultz (running in the 20th district under the new map) | 2004
,,2026-05-25,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,medium,,4,36,2026-08-17,2026 United States House of Representatives elections,Delaware,"Debbie | Wasserman Schultz Redistricted from the FL-25 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2004 | Incumbent running"
,,2026-05-29,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,4,41,2026-08-23,2026 United States House of Representatives elections,,"Special elections are also being held on dates throughout 2026. Numerous other federal, state, and local elections, including elections to the Senate, will be held on this date. The winners of this election will serve in the 120th United States Congress, with seats apportioned among the states based"
,,2026-05-29,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,4,4,2026-06-02,2026 United States House of Representatives elections,Crossover seats > Democratic,This lists the 22 districts (13 before redistricting) which Donald Trump won in 2024 that are represented by Democrats.
,,2026-05-29,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,AL,high,,4,24,2026-07-20,2026 United States House of Representatives elections,Crossover seats > Republican,"The Supreme Court voted 6-3 to lift the stay, paving the way for state legislators to redraw. On May 26, 2026, an Alabama court blocked the new map, arguing that the Louisiana v. Callais decision does not change the fact that the map intentionally discriminates against African-American voters in vio"
,,2026-05-29,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,4,36,2026-08-17,2026 United States House of Representatives elections,Delaware,"!FL-23 | Lois | Frankel Redistricted from the FL-22 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2012 | Incumbent running"
,,2026-05-29,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,4,7,2026-06-10,2026 United States House of Representatives elections,Delaware,"!FL-25 | Jared | Moskowitz Redistricted from the FL-23 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2022 | Incumbent running | nowrap"
,,2026-05-29,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,4,41,2026-08-23,2026 United States House of Representatives elections,Incumbents defeated > In primary elections > Democrats,#TX-18: Al Green lost a redistricting race to fellow incumbent Christian Menefee.
,,2026-05-29,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,4,17,2026-07-03,2026 United States House of Representatives elections,Crossover seats > Democratic,!Texas 9 | Al Green (ran in the 18th district under the new map and lost renomination) | 2004
,,2026-05-29,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,4,17,2026-07-03,2026 United States House of Representatives elections,Crossover seats > Democratic,!Texas 32 | Julie Johnson (ran in the 33rd district under the new map and lost renomination) | 2024
,,2026-05-29,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,4,23,2026-07-18,2026 United States House of Representatives elections,South Carolina,"!rowspan=2 | TX-25 | rowspan=2 | Marc | Veasey Redistricted from the TX-33 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2012 | Incumbent retiring"
,,2026-05-29,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,4,31,2026-08-05,2026 United States House of Representatives elections,South Carolina,"!rowspan=2 | TX-33 | rowspan=2 | Jasmine | Crockett Redistricted from the TX-30 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2022 | Incumbent retiring to run for U.S. Senate"
,,2026-05-31,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,LA,high,,2,40,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Republican,"!Louisiana | data-sort-value=0 | In April 2026, the Supreme Court ruled on Louisiana v. Callais that stricter scrutiny had to be applied with regard to section 2 of the Voting Rights Act. The state following the ruling requested the Court strike down the lower court ruling to have two black majority"
,,2026-05-31,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TN,high,,2,40,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Republican,"!Tennessee | data-sort-value=0 | In April 2026, the Supreme Court ruled on Louisiana v. Callais that stricter scrutiny had to be applied with regard to section 2 of the Voting Rights Act. After facing calls to redistrict from U.S. Senator Marsha Blackburn and U.S. President Donald Trump, Governor Bi"
,,2026-06-06,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,4,13,2026-07-03,2026 United States House of Representatives elections,Crossover seats > Democratic,This lists the 23 districts (13 before redistricting) which Donald Trump won in 2024 that are represented by Democrats.
,,2026-06-12,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,2,34,2026-08-23,2026 United States House of Representatives elections,See also,*2025–2026 United States redistricting
,,2026-06-14,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,AL,high,,2,23,2026-08-05,2026 United States House of Representatives elections,Special elections,"Barry | Moore | dab=American politician Redistricted from the AL-1 | style=""background-color:#FFB6B6"" | Republican | 2020 | style=""background:#DDDDDD"" | Incumbent retiring to run for U.S. Senate"
,,2026-07-06,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,3,24,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Democratic,There were originally 13 districts which Donald Trump won in 2024 that are represented by Democrats. This table only includes the 11 remaining after mid-decade redistricting. Four of these districts were already won by Trump but were made more Republican-leaning through redistricting.
,,2026-07-06,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,,high,,3,24,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Democratic,"+Summary of mid-decade changes to congressional districts in advance of the 2026 election cycle !rowspan=2 | State (linked to summaries below) !rowspan=2 | Status !rowspan=2 class=""unsortable"" | Notes !colspan=3 style=""text-align:center"" | Change in partisanship"
,,2026-07-06,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,3,24,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Democratic,"Mid-decade redistricting in Republican-controlled states created 12 more districts which Trump would have won had they existed in 2024. The Florida Supreme Court dismissed a challenge regarding the Florida's congressional map, finding a new plurality-Black congressional district would be against fed"
,,2026-07-16,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_election_ratings,,CA,high,,6,8,2026-07-30,2026 United States House of Representatives election ratings,Election ratings > Latest published ratings for competitive seats,!CA-40 | Ken | Calvert (Redistricted from the 41st district)
,,2026-07-20,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,TX,high,,2,18,2026-08-23,2026 United States House of Representatives elections,Rhode Island,"Marc | Veasey Redistricted from the TX-33 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2012 | Incumbent retiring"
,,2026-07-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,AL,high,,4,17,2026-08-23,2026 United States House of Representatives elections,Crossover seats > Democratic,"!Alabama | data-sort-value=0 | In April 2026, the Supreme Court ruled on Louisiana v. Callais that stricter scrutiny had to be applied with regard to section 2 of the Voting Rights Act. Governor Kay Ivey was initially reluctant to call a special session after Allen v. Milligan, but was lobbied to do"
,,2026-07-24,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,LA,high,,4,17,2026-08-23,2026 United States House of Representatives elections,Retirements > Democratic,#LA-6: Cleo Fields is retiring to run for Louisiana State Senate due to redistricting.
,,2026-08-09,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,AL,high,,4,10,2026-08-23,2026 United States House of Representatives elections,Special elections,"Barry | Moore | dab=American politician Redistricted from the AL-1 | style=""background-color:#FFB6B6"" | Republican | 2020 | Incumbent retiring to run for U.S. Senate"
,,2026-08-19,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,2,5,2026-08-23,2026 United States House of Representatives elections,Connecticut,"Debbie | Wasserman Schultz Redistricted from the FL-25 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2004 | Incumbent renominated"
,,2026-08-19,wiki_first_seen,,,,,https://en.wikipedia.org/wiki/2026_United_States_House_of_Representatives_elections,,FL,high,,2,5,2026-08-23,2026 United States House of Representatives elections,Connecticut,"!FL-23 | Lois | Frankel Redistricted from the FL-22 | style=""color:black;background-color:#B0CEFF"" | Democratic | 2012 | Incumbent renominated"
